book_id,review_text,n_votes
17347049,"SPOILERS 
 SPOILERS 
 SPOILERS 
 SPOILERS 
 SPOILERS 
 * 
 * 
 * 
 * 
 * 
 * 
 * 
 * 
 * 
 * 
 OMG that ending. I lost count on how many times I read the last few chapters. I love how everyone was able to come together in the end and kick some major ass. I cried and I laughed during reading this book. Once I was done my soul and heart were shattered. 
 Sky finally gets to find her human family and gets to know them and of course she has another sister, who is human, and of course this sister ends up with Olivier. Sky comes into herself in this book and finally finds out what her purpose is in the battle. She is the one who finally kills Lucifer but in order to do that she must let Jack die but girls done start crying yet cause... *CASP* he was able to come back due to Sky's sacrifice, though it took him 3 years to find her due to losing his memories (he slowly got them back). They live happily ever after. 
 Olivier is the biggest shocker for me. He helped during the battle and was able to actually meet GOD and for all that he has done for the vampires and his bravery he was able to ask for something in return. He wanted something he always wanted deep in his heart... HE BECAME A VAMPIER... From what I get he goes back to New York and helps rebuild everything and I think he becomes the leader of the coven. Sky's human sister, Finn, becomes a conduct and Olivier's familiar. They live happily ever after 
 Mimi and Jack couldn't kill one another in the last book so in order to get released from their bond they have to have the person who did it undo it and of course that's Lucifer. So they pretty much become spies for the Light. We don't really get an inside look of Jacks side of things which I wish we did but it mainly follows Mimi and her journey of trying to help the coven from the inside and keep her true feelings for Kinsley away from Lucifer. In the end Lucifer was never fooled and sent them out to kill their true love. Mimi couldn't do this and instead tried to find a way of telling Kinsley what was going on without telling him. He figures this all out and in the end Mimi is able to break free from Lucifer's claws and helps kick ass in the final battle alongside Kinsley and the other Venators. 
 Jack in the whole thing is cold and distant. Not really able to see his side of things we find out in the end that he knew they would never be able to fool Lucifer so Jack set in motion his own deception. In the end Jack dies but is given the gift to return but doesn't have his memories but slowly over 3 years he gets them back and sets off to find Sky. Once he does they live happily ever after. 
 Mimi and Kingsley decide to not go back to paradise or Earth but go back to the underworld and help re-build it and make it as grand as it can be. They are finally free to bond with one another and live happily. 
 Bliss plays a part in the final battle with bringing the hellhounds into the mix. She falls for the leader Lawson (Bliss has her own books about her journey of getting the hellhounds) and in the end her mother gives her the gift of wolf. 
 There are a few deaths in the end so beware. 
 This book is probably the best out of them all cause you finally get the whole picture, about what happen in Florence, how Bliss was conceived, why Allegra no longer loved Michael and turned to her human familiar, Sky's true family history, and so much more. Its a must read.",0
17347049,So many typos it was painful.,0
17347049,"So I am not going to go into details or try and sell this book. Gates of Paradise is the seventh book in the Blue Blood series and that's not even counting the three other books (Bloody Valentine, Keys to the Repository and Wolf Pact) that fit into this series. That means that you know the story and characters by now, they are old friends (or enemies) and you either want to see the story through or not. 
 Gates of Paradise was a fantastic end to the Blue Blood series. So many things were wrapped up and it had a steady pace until we reached the end and then all Hell broke loose (quite literally in their case). The ended revealed something I knew to be true in my heart, it had action, heartbreaking loss, deaths and at the end salvation for some. Gates of Paradise proves once again how great the Blue Blood series really was. For those who don't know there is one book, Vampires of Manhattan, and it's a spin-off of the Blue Bloods world so you don't have to let go just yet. Unfortunately I do believe that, that will be the only book, bet than nothing I say.",0
581607,"Woolf's husband did a great job selecting entries with a direct bearing on her feelings about literature and writing - much dropping of names that meant little or nothing to me, so I'm glad I read this one, rather than tackling a volume of her actual journals.",0
581607,"This is another case of buying the book for a college class, not being assigned anything from it, and feeling like I should actually read it since I paid for it. I thought I might like it better than I liked any of her actual writing (I'm normally a sucker for journal entries or letters), but alas. I found myself being annoyed at her constant ""I'm thrilled with everything/I'm so depressed; I'm ecstatic at the positive reviews/crushed by the negative reviews/I don't care about reviews a whit; I can't write/I have been writing so easily and well/what is the point of writing"". I understand the emotional pull of writing but felt really frustrated by her woe-is-me attitude. Perhaps I'm not sympathetic enough to have fully appreciated this book.",1
25026385,"Wieder eine interessante Lekture, aber leider teilweise etwas unstimmig. Manches leuchtete (zumindest mir) nicht wirklich ein, und das Ende war auch ein wenig seltsam. Aber Spass gemacht hat es trotzdem.",0
25026385,"Ich finde es so gut wie unmoglich hier eine Rezi fur jedermann zu verfassen. Daher habe ich mich entschieden diese Rezension in zwei Abschnitte einzuteilen. So kann jeder je nach seiner jeweiligen Vorerfahrung mit der Reihe zum richtigen Abschnitt wechseln. 
 Rezension fur Neulinge der Reihe (allgemeiner Inhalt der Reihe) 
 Man muss die Bucher dieser Reihe wirklich in der richtigen Reihenfolge lesen. Der Weltaufbau und die Handlung bauen extrem aufeinander auf und das ganze wird sonst sehr verwirrend und macht wenig Sinn. Daher werde ich in diesem Abschnitt auch nur allgemein auf die Welt und Handlung der Reihe eingehen und bitte jeden Leser dann wirklich mit Band 1 (""Wachter der Nacht"")anzufangen. 
 Das ganze ist Urban-Fantasy - es gibt hier also magische Wesen (da zahle ich jetzt auch mal magische Menschen dazu) aber diese leben in unserer realen Welt. Das ganze hat Lukianenko sehr gut durchdacht und einen komplexen Weltaufbau geschaffen. Die magischen Wesen (Gestaltwandler, Vampire, Hexen, Zauberer...) leben unter den Menschen, ohne das diese davon etwas mitbekommen. Grob unterteilen sich alle magischen Bewohner der Welt in Dunkle und Lichte. Einige werden bereits in dem Wissen geboren, andere entdecken ihre Magie erst spater im Leben und werden dann initiiert. Das heisst sie mussen sich fur eine Seite entscheiden. Ein ganz wichtiger Punkt dieser Reihe ist es nicht nur die Konflikte zwischen diesen beiden Gruppen zu thematisieren, sondern vor allem auch den Leser dazu anzuregen daruber nachzudenken, dass nicht alles Dunkle wirklich bose ist und auch die Lichten vielleicht nicht immer moralisch korrekt agieren. Das macht der Autor unglaublich geschickt, ohne dass man das Gefuhl hat belehrt zu werden. Er erreicht das durch seine unglaublich starke und sympathische Hauptfigur Anton. Mit ihm schaut man hinter die Fassaden der Dunklen und Lichten und fiebert mit ihm mit, sich richtig zu entscheiden oder mit falschen Entscheidungen zu leben. Es gibt eine Tag- und eine Nachtwache, die sich gegenseitig uberwachen. Grosses Thema ist das Gleichgewicht dieser beiden Machte und das ist in so gut wie jedem Band der Reihe auf irgend eine Art gefahrdet. Anton entscheidet sich zwar in Band 1 fur eine Seite aber hinterfragt seine Entscheidung bzw. die Vorgehensweisen jeder Seite immer wieder. Zum Beispiel wird das Toten von Menschen durch die Nachtwache (also die Lichten) reglementiert. Sie erteilen Lizenzen zum Toten an die Dunklen und uberwachen, ob sie sich daran halten. Die Dunklen im Gegenzug bestimmen wie viele Zauber fur das Gute angewendet werden durfen. Ideal sollte somit ein Gleichgewicht zwischen guten und schlechten Interventionen in der Menschenwelt hergestellt werden. Ein weiteres ganz wichtiges Element ist das Zwielicht - eine Art Schatten- oder Parallelwelt. Dieses lernt man erst nach und nach kennen, weil es sehr komplex ist und nur von den Anderen (magischen Wesen) betreten werden kann. Je nach Rang des Anderen kann er bestimmte Ebenen darin betreten und diese dann auch fur bestimmte Dinge nutzen. Aber das lernt der Leser nach und nach in den Banden. 
 Das allein ist schon sehr interessant, aber Lukianenko macht das ganze auch noch durch vielen Geheimnisse spannend. Man ratselt immer wieder mit, wird auf falsche Fahrten geleitet und oft uberrascht. 
 Gewohnungsbedurftig fur einige Leser wird wohl der Schreibstil von Herrn Lukianenko sein. Mir gefallt er unglaublich gut, weil er einzigartig ist. Er schreibt oft recht kuhl (und hat mich doch das ein oder andere Mal zu Tranen geruhrt), teilweise philosophisch und mit einem russischen Stil. 
 Mich hat Anton immer begeistern konnen. Er ist ein genialer Protagonist, den man gern begleitet. Seine Gewissenskonflikte konnte ich immer gut nachvollziehen und teilweise auch seine Wut auf bestimmte Personen in seinem Umfeld. Im Laufe der Reihe muss er schwerwiegende Entscheidungen treffen, die er sich nie leicht macht. Aber auch die Nebencharaktere sind einfach so genial. Allen voran Geser, der Leiter der Nachtwache/Lichten und Sebulon, der Leiter der Tagwache/Dunklen. Diese beiden sind sehr speziell und man durchschaut sie so gut wie nie. Teilweise sind sie recht skrupellos, dann helfen sie wieder Anton oder man empfindet sie als sehr menschlich. Ich fand die Stellen, wo diese beiden ihre Auftritte hatten immer besonders interessant. Anton bekommt im Laufe der Reihe auch eine Frau an seine Seite und grundet eine Familie. Das wurde ebenfalls genial umgesetzt, ohne das es gross romantisch wird. 
 Rezension fur Kenner der Reihe(speziell auf diesen Band bezogen) 
 So, wer doch noch etwas allgemein zu meiner Meinung zum Weltaufbau, Handlung und Charakteren der Reihe lesen mochte, der muss doch den oberen Abschnitt lesen. Wer allerdings die Reihe schon bis Band 5 kennt, braucht das eigentlich nicht. Hier werde ich nun ganz speziell auf diesen letzten Band der Reihe eingehen. 
 Vom Stil her bleibt sich der Autor treu. Er hat eben seinen ganz eigenen, unverkennbaren Schreibstil. Ich personlich liebe ihn. 
 Inhaltlich habe ich lange Zeit geschwankt, ob ich nun 4 oder 5 Sterne geben soll. Leider gab es schon Abschnitte, die ich etwas langgezogen und teilweise zu philosophisch und wiederholt empfand. Doch dann kam das grosse Finale, dass mich echt gepackt hat und zum Schluss etwas atemlos zuruck liess. Mit solch einem Ende hatte ich wirklich nicht gerechnet und ich muss gestehen, dass auch ein, zwei Tranchen geflossen sind. Anton kampft in diesem Band meist nicht ganz allein, sondern mit Sweta und Nadja zusammen. Vor allem Nadjas Rolle hat mich sehr uberrascht - positiv uberrascht. Das Madchen hat sich wirklich entwickelt und ich habe sowohl ihre Interaktionen mit ihren Eltern als auch ihre magischen Aktionen sehr begeistert. Das Zwielicht spielt wieder eine grosse Rolle. Den Tiger kennen wir ja bereits und er hat auch hier wieder viel mit der Handlung zu tun, aber es kommt nun noch eine weitere Gestalt dazu. Diese ist auch wieder sehr interessant und macht das gesamte Buch spannend. Es wird namlich die ganze Zeit nach einer Moglichkeit gesucht diesen zu bekampfen, herauszufinden wer oder was er eigentlich genau ist und warum er so eine grosse Bedrohung fur die ganze Welt darstellt. Dabei trifft man noch einmal auf alle grossen Gruppen der Reihe - die Hexen, Vampire, Gestaltwandler, den Tiger und die Lichten und Dunklen. Das fand ich sehr gut fur einen Abschlussband. Uberhaupt ist die Handlung der ganzen Reihe damit gekonnt beendet worden und das Ende war wirklich atemberaubend, mitreissend und uberraschend. 
 Anton hat in diesem Band noch einen heimlichen Helfer und auch das machte das Buch spannend. Ich habe die ganze Zeit uberlegt wer es nun ist und warum er/sie ihm hilft. 
 Fur mich war es ein toller Abschluss der Reihe und jeder Fan des Autors bzw. des Wachter Zyklus sollte ihn lesen. 
 Grundidee 5/5 
 Schreibstil 4,5/5 
 Spannung 4/5 
 Emotionen 4/5 
 Charaktere 5+/5 
 Liebesgeschichte 2/5 (ist aber auch nicht wichtig fur das Buch) 
 *Fazit:* 
 4,6 von 5 Sternen 
 Ich liebe diese Reihe und kann sie jedem Urban-Fantasy Fan empfehlen, der auf romantische Liebesgeschichten verzichten kann und sich auf einen ganz eigenen, teilweise recht kuhlen Schreibstil einlassen kann. Die Reihe ist spannend und uberraschend. Auch dieser letzte Band hat mich wirklich gefesselt, uberrascht, am Schluss sogar zu Tranen geruhrt und atemlos zuruckgelassen. Ich freue mich schon auf die neue Reihe des Autors die im September herauskommt. (""Licht und Dunkelheit"") 
 Reihe: 
 Wachter der Nacht 
 Wachter des Tages 
 Wachter desZwielichts 
 Wachter der Ewigkeit 
 Wachter des Morgens 
 Die letzten Wachter",0
26237590,"Very well done! This story earned my interest right away and kept it all the way through. It was very suspenseful and a little sad in parts, but kept me wanting to read. 
 I love that is was a historical mystery (1800's, set in Chicago). I always love a good historical story! 
 The character development was done very well. I really grew to know and like most of the characters (some you weren't suppose to like). The author stayed true to the historical time period. The characters really felt like they were from the 1800's. I also love books with a strong positive female lead and this one had that! Cady was awesome :-) 
 Just tiny parts of this book were a little slow, that's why the four stars instead of five, but for the most part - a very good read! 
 This is the first book I have read by this author. I am sure I will read more! I had no idea that this was the third book in a series, but that didn't seem to affect me. I was fine reading it, I didn't feel like I was missing anything and I wasn't confused. 
 Pssst - I liked the cover too! 
 Thank you ""Reading Addiction Virtual Book Tours"" for sending my this book for my honest review! 
 See the full review post here - http://wall-to-wall-books.blogspot.co...",0
26237590,"Set in 1800's Chicago, A Wicked Truth is a romantic mystery full of twists and turns. 
 The story grabs you and keeps you turning page after page until you realize that it is over. 
 Cady is an intriguing character, at first I didn't like her, I felt her too weak and condoning with Doyle, until she starts developing her own voice and it's a pretty one. Doyle is a complex character, full of secrets and a troubled past. Both have great chemistry, they are a handsome couple. 
 Regarding the plot, the storyline space fluctuates, some chapters goes fast and others are a bit slow, it haves some great dialogues, twists and turns and amazing scenes that would leave you asking what's going to happen? 
 The time period and descriptions of the 1800's are impeccable, you can see that the Author has done a great amount of research. 
 Highly Recommended to all type of readers. 
 *I received a Free copy in exchange for an Honest Review*",0
26237590,"Review: 
 A Wicked Truth might be called a good old 'Who Done It'. While on the surface the story is about Cady and Doyle 's preparations for their upcoming nuptials, Doyle is doing a favor for a friend, trying to find a missing sister. In the process, this digs up all kinds of things in Doyle's past that are best left buried. Cady handles it all with much more grace than I would, even now when I'm supposed to be 'wise' and 'mature' although at some points I'm not sure I wouldn't have said, 'See ya' and been out of there so fast it would have made his head spin! Though it all, however, their love seemed to grow until they reached that pivotal point where it was time to pee or get off the pot. What did they choose? Ah now, where would the fun be in me telling you? It's a mystery after all! 
 I have to say, nothing had prepared me for the fact that this is actually part of a series - third book actually. Just like the Nancy Drew Mysteries before her, this is the Cady Delafield Series. Each book stands alone so it was no problem that I didn't know. I am a huge fan of history and that is part of what interested me in A Wicked Truth. Set in 1800's Chicago, it was true to date, style, character and dress. Nothing Joyce had the characters day or do jolted me out of the era and I really appreciated that. It was just an overall well written and enjoyable book. 
 Rating: 5 Stars 
 Heat: 1/5 - Tame 
 *I received this book in exchange for my honest and open-minded review. No further compensation was received.",1
26237590,"This historical fiction slash mystery suspense got me up all night. My eyes got wide from the moment I read the bloody prologue and continued to feel nervous as the chapters progressed. 
 Cady Delafield was a force, a paradox. At first, I didn't understand how and why she had chosen to be a martyr, to accept whatever dirty little secrets her betrothed Doyle Flannagan was hiding. (Maybe it had to do with the fact that I wasn't able to read the first book in the series). 
 Nevertheless, Cady had grown on me and I soon realized that there was more than met the eye. Their partnership was remarkably astounding, their chemistry sizzling. Even the timeline (Chicago in the 1880s) was magnificently depicted. I never thought I'd fully appreciate the beauty and wonders last century brought to the story. 
 Joyce Proell is an effective author and a really talented one at that. The mystery surrounding the characters really made it hard for me to put this book down! The suspense literally killed me!",3
9699781,Periodo giusto per una rilettura di questo meraviglioso libro *_* ogni volta acquista significati diversi <3,0
9699781,"Ho perso il conto di quante volte l'ho letto, ma ogni volta e magico. L'ideale sarebbe leggerlo nel periodo di Natale.",0
9699781,"Fuori il primo di Dickens, letto per un esame. 
 Ammetto che io non sia una gran fan di Charles, ma lo apprezzo per alcune sue peculiarita. 
 Un Canto di Natale, chi e che non lo conosce? La prima volta che ne sentii parlare, anzi che lo vidi, era durante un Natale di tanti anni fa, la rai trasmise il cartone animato con Zio Paperone nei panni di Scrooge. Ero poco piu che una bambina, ancora ricordo qualche scena. 
 Tutti i suoi romanzi, ed anche questo, sono sia delle finestre sulla quotidianita dell'epoca che vere e proprie denunce sulla poverta e le terribili condizioni di vita in cui la bassa societa era costretta e che ha provato anche il piccolo Charles per un periodo della sua vita. Scrooge, il protagonista, e una caricatura satirica dei pezzi grossi del Capitalismo vittoriano che affamavano il popolo; magari con i suoi libri-denuncia sperava di far breccia nei cuori di questi signorotti arricchiti e cambiare le cose, ma caro mio ci vuol ben altro! 
 Un libricino piacevole, meno pesante ad esempio di Oliver Twist, ma soprattutto con molti spunti di riflessioni applicabili benissimo alla societa di oggi.",4
10900312,198/8th/27,0
207471,"One of the few books I've read after seeing the film, and for once I wasn't disappointed. It is a beautiful reflective tale of the nature of difference, the persistence of some beliefs in the face of opposition, and above all for me, compassion.",0
207471,"His name is prot. Is he mad? Or could his strange story really be true? 
 Prot claims that he is from the planet K-PAX, a utopia where there is no such thing as murder or crime, government does not exist, everyone lives in harmony and the beings all have the ability of light travel. 
 The story is told from the point of view of Prot's psychiatrist or doctor 'Gene' while he is staying in the Metropolitan Institude for the clinicall ill. The chapters take the form of sessions in which Gene (the same name as the author) tries to unravel what he believes to be prot's delusions and help him find his real self. 
 The book has twists and turns and keeps you hooked right up until the breathtaking denoument of surprising consequence. 
 The audience are left to make their own minds up as to whether prot really is from K-Pax and if you really want to know then i urge you to read the set. This is the classic and rightly so but they are all just as enlightening as the others. Prot's wisdom is in itself worth the read, he seems like a Christ like figure or a Gandhi type; curing the patients of MPI under the agitated eyes of the doctors and smiling at the flagrant misuse humans have put to their world. 
 I have rarely been so impressed from a novel and this has spurred me onto a rollercoaster ride of reading science fiction. 
 His name is prot. Is he mad? Or could his strage story really be true?",1
1706816,"I really liked the Emma Holly and the Meljean Brook stories. The Laura Leigh offering features a character with a barb in a place where a barb shouldn't be, and the Shiloh Walker story is forgettable. It's probably OK to skip this one.",0
1706816,"I finished this book this morning over coffee. 
 I had to stop yesterday since I was becoming very hot and bothered. Wow, what a powerful grouping of stories. 
 The supernatural was just a little flavoring on top of the very sensual and sexual writing.",0
12037528,"Jane Austen. Her name is practically synonymous with classic, understated romance, as well as comedies of manners with a subtle, sly sense of humor -- and the omnibus ""Jane Austen - Four Novels"" brings together four of her most enduring novels (although admittedly the overall list is rather small) -- filled with lovably flawed heroines, beautiful formal prose, and some rather unconventional love stories. 
 ""Pride and Prejudice"" become a problem when Elizabeth Bennett takes a dislike to the handsome, aloof Mr. Darcy -- and her prejudice against him builds after he sabotages her sister's love match, and the charming Wickham drops some shocking claims about Darcy's nastiness. But the facts are very different -- and when scandal hits the Bennett family, Darcy may be their only hope. 
 And ""Sense and Sensibility"" clash when the two very different Dashwood sisters, smart Elinor and romantic Marianne, both fall in love -- one with a man she can't have, and the other with a guy who may be horribly unsuitable. And ""Northanger Abbey"" is a fitting location for Austen's spoof on gothic romances, in which the hyperimaginative Catherine Moreland is taken under the wing of the Tilney family, and especially handsome Henry -- and learns a lesson about the difference between fantasy and reality. 
 ""Emma"" is a frothy romantic comedy about a rich, somewhat spoiled young lady who tries to arrange the lives of people around her so that everyone is happy. The problem is, life isn't that simple -- and neither is love. 
 The omnibus collection displays the range and depth of Austen's writing skill beautifully; though each story is very unique they're laced together by common themes. Each story is a love story, tempered with some clever commentary on the society of Austen's day (example: entailment, which plays a part in several plots), and a biting, sharp-edged wit (the mockery of the toadying Mr. Collins and the foul Eltons). 
 And despite the formal stuffiness of the time, Austen painted her stories vividly --each one has powerful emotions and vivid splashes of prose (""The wind roared round the house, and the rain beat against the windows""), as well as deliciously witty dialogue (""I could easily forgive his pride, if he had not mortified mine""). But she also weaves in some intensely romantic moments as well. 
 Austen also had an interesting range of heroines -- quiet ones, melodramatic ones, intelligent ones, mildly spoiled ones who think they know best. But each one has a major character flaw that must be overcome before she can find true love and happiness And she has an equally fascinating range of love interests: the quiet shy Colonel Brandon, the sexy and clever Henry Tilney, the blunt Mr. Knightley, and especially the smart, sexy Mr. Darcy (who has a flaw of his own to overcome alongside Lizzie). 
 ""Jane Austen's - Four Novels"" draws together her best round of novels, and let readers explore the mannered society and obstacle-filled love lives of her heroines.",0
55274,"""The Collected Letters of"" generally means, or at least so I assumed, drudgery and boredom. Lewis's are instead bursting with fun and humanity: thoughts on books with friends, points of theology with strangers, multitudinous thanks for Americans who donated food to the English after the second World War (actually, this last part is by far the least interesting of anything Lewis ever wrote). But the letters between Lewis and his brother or Arthur Greeves, or Dorothy Sayers or Tolkien, or the Italian priest who started a correspondence in Latin, or even the goofiness of the mock-Middle English letters with ER Eddison make excellent reading. It reminds me of reading Boswell (not least because Lewis is continuously quoting Johnson) in that it's like being up close and personal with a great intellect and a great man in his off hours. You see all kinds of new things to like and admire. 
 This is a great cooling-off book as well. There's no argument to follow, no symbolism to be on the look out for--(I think I read most of when I couldn't sleep and during the commercials of football games)-- it's just an immersion into wartime Oxford, and it makes for fascinating stuff.",0
13401042,"This was actually DNF for me. I know I might not be the targeted reading audience but I sometimes really like YA (or even children's) books but this was just awful. Boring, so many cliches have been used and the characters didn't interest me at all. This felt really calculated and made for big marketing and for making money. And I'm not sure if the writer knows anything about cats so does she just make them how it works for the story. And also, I hope people don't get the idea from this book that cats belong to nature -> they are not in their natural habitat and they unbalance the natural ecosystem. This just made me frustrated.",0
13401042,"The boys (9 and 7 years old) loved the book. And I too found it surprisingly good. The story had some good epic elements, cunning plots, and bravery brought to the world of cats. But not in a typical talking animals story manner at all: these cats feel like cats, not humans masquerading as animals. 
 I'm sure we'll continue with the series soon!",0
26911881,"Loved it! The plot was good, the characters were interesting and well-developed (at least the main ones). All in all it was a fast paced, witty book, a good knight story for everyone.",0
26911881,"Rating: 3/5 
 Nu am citit seria Urzeala Tronurilor si nu stiu daca o voi face sau cand o voi face, numarul mare de pagini si de personaje fiind unele dintre impedimentele care imi stau in cale. Am fost insa curioasa de stilul lui George R.R. Martin, si probabil inca voi mai fi pana voi mai citit alte carti de-ale lui. 
 Dupa cum ziceam, curioasa fiind de stilul autorului, am zis sa testez Cavalerul celor sapte regate, o carte care contine trei povestiri a caror actiune se petrece inainte de Urzeala Tronurilor. Cu siguranta ca fanii seriei au fost extrem de incantati de aceasta aparitie, iar ceilalti, printre care m-am numarat si eu, au fost curiosi sa vada ce se regaseste printre paginile acestei lecturi. 
 Stilul lui George R.R. Martin mi s-a parut unul fain, destul de simplist fata de ceea ce imi imaginam eu, facand astfel lectura una lejera si placuta. Cartea este impartita in trei povestiri: Cavalerul ratacitor, Sabia jurata si Cavalerul misterios. 
 Cu toate ca la inceput am parut destul de intrata in povestea expusa de Martin, pe parcurs nu am mai fost la fel de atrasa. Problema nu cred ca a fost legata de personaje sau de subiectul in sine, ci mai degraba de neconcordanta dintre stilul cartii si gusturile mele. 
 Este o carte fantasy, dar nu am reusit sa ma apropii de ea prea mult, lucru care m-a dezamagit un pic, pentru ca aveam senzatia ca aveam sa fiu impresionata. Am vazut multe note bune pentru aceasta carte, dar mai mult de 3 stelute nu am reusit sa ii ofer. Nu am nimic de comentat despre stilul autorului, sau despre personajele create si intamplarile prin care trec. Nu am simtit insa o legatura sufleteasca cu aceasta lectura, si nici nu am fost impresionata in mod special de ceva anume, aspect care ar fi ridicat nota cartii cu cel putin o steluta. :-) 
 Personajele principale, cavalerul Dunk si ajutorul sau Egg, m-au plictisit de multe ori, insa au fost si momente cand le-am apreciat in aventurile prin care trec. Sunt curioasa daca mi-ar fi placut mai mult aceste povestiri in cazul in care as fi citit deja seria GoT despre care se vorbeste atat de mult. Cred ca autorul poate mai mult decat ceea ce am descoperit in Cavalerul celor Sapte Regate asa ca probabil voi incerca sa vad cum este primul volum din seria Urzeala Tronurilor. 
 Citate: 
 ""O stea cazatoare aduce noroc celui ce o vede, s-a gandit Dunk. Dar toti ceilalti sunt de acum in pavilioanele lor, privind un strat de matase, si nu cerul. Asa ca norocul e doar al meu."" (p.26) 
 ""Pe cand vaslisera in josul Sangelui Verde, fetele orfane frecau in joaca teasta rasa a lui Egg, sa le aduca noroc, si el rosea, mai ceva ca o rodie. 
 - Fetele sunt atat de proaste, spunea Egg. Daca se mai atinge vreuna de mine, ajunge in rau. 
 La care Dunk trebuia sa-i raspunda: 
 - Te-ating eu atunci. O sa-ti trag o scatoalca peste ureche de-o s-auzi clopote o luna intreaga. Asta nu facea decat sa-l intarate si mai mult. 
 - Mai bine clopote decat fete proaste, insista el, dar n-a aruncat niciodata in rau."" (p.149-150) 
 ""- N-oi fi fost eu la Ashford, dar turnirurile sunt painea mea. Le urmaresc de departe, asa cum un maestru urmareste stelele. Stiu cum un anume cavaler ratacitor a provocat un duel judiciar de sapte, care a condus la moartea lui Baelor Sfarma-Lance de mana fratelui sau, Maekar. Ser Uthor se aseza si-si intinse picioarele: Printul Baelor era foarte iubit. Printul Stralucitor avea si el prieteni, care nu vor fi uitat cauza exilului sau. Gandeste-te la oferta mea, ser. Poate ca melcul lasa o dara murdara in urma lui, dar putina murdarie nu face niciun rau...in timp ce, daca dansezi cu dragonii, s-ar putea sa te arzi."" (p.320)",4
